industryID,inspectiondate,nameOfInspectionOfficer,inspectionStatus,fileID,infileID,applicationID,scheduledDate,reason
15475,2014-04-11,J.Vijayatharshan,"EPL can be recommended",NULL,3310,15032,NULL,NULL
16904,2014-05-09,"S.Gohulan,M.Satheeskumar","EPL recommended",NULL,3311,16099,NULL,NULL
16527,2013-05-31,"Mrs.S.Parameswaran, Miss.K.Suganiya",,NULL,3312,15799,NULL,NULL
16965,2014-03-28,"P.Anton Tharsanth (EO) T.Sunthareson","EPL Recommended",NULL,3313,16148,NULL,NULL
15476,2014-04-09,J.Vijayatharshan,"EPL can be recommended",NULL,3314,15033,NULL,NULL
16537,2014-05-23,"Mrs.S.Parameswaran , Mr.T.Sunthereson",,NULL,3315,15809,NULL,NULL
16691,2014-02-17,"Mr.S.Gogulan SEO and Miss.K.Suganiya EO","EPL issued",NULL,3316,21883,NULL,NULL
16691,2014-12-19,"Mr.S.Gogulan SEO and Mr.T.Sun therason DEO","EPL Renewal Recommended",NULL,3317,21883,NULL,NULL
12040,2014-02-25,"D.M.S.K.Ariyawansha, J.R.S.R.Jayakody, R.M.N.S.Thilakarathne, H.M.G.R.Senavirathne",,NULL,3318,12756,NULL,NULL
16984,2014-05-09,"K.Logarajah,S.Gohulan","EPL recommended",NULL,3319,21885,NULL,NULL
25192,2014-09-26,"G.M. Tilakasiri (DEO),C.N. Thilakarathne (EO)","Recommended to issue EPL",NULL,3320,21884,NULL,NULL
25193,2012-03-05,"Anusha Nilanthi/ L.G.S.Hemakanthi","Recommended for EPl renewal",NULL,3321,21886,NULL,NULL
25194,2012-01-09,"Anusha Nilanthi/ T.D.K.gamage","Recommended for EPL",NULL,3322,21887,NULL,NULL
16523,2014-02-18,"Mrs.S.Parameswaran,K.Suganya","for EPL",NULL,3323,15795,NULL,NULL
13812,2013-01-30,"D.P.Kodagoda /EO","for EPL application",NULL,3324,21888,NULL,NULL
16614,2013-02-19,Muyees-Sundarason,"Renewal could be recommended",NULL,3325,21889,NULL,NULL
4648,2014-05-27,"M.R. Namalie, Renuka Rohanadeera",,NULL,3326,6626,NULL,NULL
15477,2014-03-28,J.Vijayatharshan,"EPL can be recommended",NULL,3327,15034,NULL,NULL
16961,2014-02-07,"P.Anton Tharsanth (EO) T.Sunthareson","EPL Recommended",NULL,3328,16144,NULL,NULL
16524,2014-03-11,"Mrs.S.Parameswaran, Miss.K.Suganiya",,NULL,3329,15796,NULL,NULL
4683,2013-05-14,"R.M. Rathnayaka, Shanthi Dheerasinghe",,NULL,3330,6653,NULL,NULL
3316,2014-12-09,"P.M.S. Rajapaksha (SEO), R.M.Rathnayake (DEO)","not submitted the EPL renewal application yet and can be recommended to renew EPL subjected to the conditions",NULL,3331,5601,NULL,NULL
946,2014-05-22,"M.A.S. Maddumage (SEO), W.W.M.T. Sanjeewa (DEO)","EPL Renewal",NULL,3332,3822,NULL,NULL
1853,2014-04-25,"Harsha Walpita(SEO), Sankaja Uggalla","to be inspected to closed the file.",NULL,3333,4536,NULL,NULL
25196,2011-06-27,"M.M.M. Cader",,NULL,3334,21891,NULL,NULL
2440,2014-03-12,"Mr. A.P Weerakkody, Mr. K.A.D.A.J Ranjith","recommended to renew EPL",NULL,3335,4991,NULL,NULL
16614,2009-12-29,Uthayarajan-Sundarason-Muyees-Illiyas,"EPL could be recommended",NULL,3336,15872,NULL,NULL
945,2014-01-09,"C.T. Manorathne (DEO), K.Prashanthan (EO)","EPL Renewal",NULL,3337,3821,NULL,NULL
4617,2014-08-27,"M.R. Namalie, J.S.M.P. Jayalath","It is better to obtain analytical report",NULL,3338,6595,NULL,NULL
14072,2014-02-14,T.Meharaja,,NULL,3339,13929,NULL,NULL
25198,2014-12-04,"P.L Renuka & B.S Dammapali",,NULL,3340,21892,NULL,NULL
3321,2014-12-09,"P.M.S. Rajapaksha (SEO), R.M.Rathnayake (DEO)","Recommended to EPL validity period can be extended conditions of the previous EPL",NULL,3341,5606,NULL,NULL
1833,2014-09-12,"Harsha Walpita(SEO), Sewwandi Kumari(DEO)","this industry is recommended for the legal action",NULL,3342,4518,NULL,NULL
4656,2014-05-05,"M.R. Namalie, Renuka Rohanadeera","Issuance of EPL can be recommended after submission of analytical report",NULL,3343,6633,NULL,NULL
25199,2014-09-26,"G.M.Thilakasiri(DEO), C.N.Thilakarathna(EO)",,NULL,3344,21894,NULL,NULL
958,2014-03-12,"W.W.M.T. Sanjeewa (DEO), C.T. Manorathne (DEO)","EPL Renewal",NULL,3345,3831,NULL,NULL
17810,2011-12-13,"G.M. Thilakasiri (DEO)","Issuing an EPL is recommended.",NULL,3346,16690,NULL,NULL
2494,2014-12-18,"Mr. A.P Weerakkody, Ms. n Ranathunga","Recommended to renew EPL",NULL,3347,5037,NULL,NULL
2066,2014-03-28,"Harsha Walpita(SEO),Kanchana Gunadasa(DEO)","can be recommended for EPL after having waste water analytical report.",NULL,3348,4734,NULL,NULL
25200,2014-12-04,"P.L. Renuka  and B.S. Dammapali",,NULL,3349,21895,NULL,NULL
17109,2014-07-15,"H.D. Achala Ariyadasa","Recommended to issue EPL",NULL,3350,16242,NULL,NULL
4661,2014-08-14,"M.R. Namalie, W.S. Rangani","Issuance of EPL can be recommended",NULL,3351,6638,NULL,NULL
8618,2014-08-08,"R.A.S.N.Bandara,J.K.R.Shanuji","recommonded renew the EPL",NULL,3352,21897,NULL,NULL
1919,2014-10-28,"Harsha Walpita(SEO), S. Mudalige(EO)","can be recommended for EPL after having waste water analytical report.",NULL,3353,4594,NULL,NULL
4700,2014-03-10,"M.R. Namalie, M.K.N. Senarath","It is better to obtain analytical report",NULL,3354,6670,NULL,NULL
17795,2014-09-04,"G.M. Thilakarathne (DEO), C.N. Thilakarathne (EO)","Renewing an EPL is recommended.",NULL,3355,16675,NULL,NULL
1061,2014-09-15,"M.A.S. Maddumage (SEO), W.W.M.T. Sanjeewa (DEO)","EPL Renewal",NULL,3356,3929,NULL,NULL
3296,2014-11-04,"P.M.S. Rajapaksha (SEO), J.S.S. Devi (EO)","EPL Renewal can be recommended subject to the conditions",NULL,3357,5581,NULL,NULL
1941,2014-10-14,"Harsha Walpita(SEO), S. Mudalige(EO)","this industry is recommended for the legal action",NULL,3358,4615,NULL,NULL
2720,2014-12-16,"Mr.A.P Weerakkody, Ms. N. Ranathuga","Issuranse of EPL can be recommended subjected to getting noise and dust level reports ",NULL,3359,5214,NULL,NULL
17081,2011-05-06,"H.D.Achala Ariyadasa","Can recommend to issue EPL.",NULL,3360,16217,NULL,NULL
4121,2014-09-30,"M.R. Namalie, K.N. Rodrigo","It is better to obtain analytical report",NULL,3361,6252,NULL,NULL
1125,2014-06-05,"M.A.S. Maddumage (SEO), W.W.M.T. Sanjeewa (DEO)","EPL New",NULL,3362,3993,NULL,NULL
17082,2014-02-21,"H.D. Achala Ariyadhasa (DEO)","Recommended to Renew EPL ",NULL,3363,16218,NULL,NULL
8619,2014-06-25,"R.A.S.N.Bandara,J.K.R.Shanuji","Recommonded renew the EPL",NULL,3364,9944,NULL,NULL
2351,NULL,"Harsha Walpita(SEO), B.D.S.C.Damayanthi(DEO)","Can be recommonded for EPL.",NULL,3365,4908,NULL,NULL
25202,2014-03-11,"R.Pushpakumari, B.S.Dammapali, W. Thalekiriyawa",,NULL,3366,21898,NULL,NULL
18998,2013-10-08,"M.F.M Rafee","EPL New",NULL,3367,17466,NULL,NULL
16985,2014-05-09,"K.logarajah,S.Gohulan","EPL recommended",NULL,3368,16166,NULL,NULL
25205,2014-12-04,"P.L Renuka & B.S Dammapali",,NULL,3369,21899,NULL,NULL
1075,2014-03-17,"M.A.S. Maddumage (SEO), W.W.M.T. Sanjeewa (DEO)","EPL New",NULL,3370,3943,NULL,NULL
4146,2014-12-16,"M.R. Namalie, K.N. Kodgoda","It is better to obtain fire certificate",NULL,3371,6277,NULL,NULL
16617,2009-03-13,Muyees-Illiyas,"EPL could be recommended",NULL,3372,15875,NULL,NULL
2016,2014-01-22,"Harsha Walpita(SEO), S. Mudalige(EO)",,NULL,3373,4685,NULL,NULL
25207,2014-07-18,C.N.Thilakarathna(EO),,NULL,3374,21901,NULL,NULL
16939,2014-02-24,"K.Logaraja (DEO), K.pavakaran (EO)","EPL Recommended",NULL,3375,16127,NULL,NULL
19001,2013-11-12,"M.F.M Rafee","EPL New",NULL,3376,17467,NULL,NULL
16617,2012-11-09,Muyees-Sundarason-Rajeswaran,"Renewal could be recommended",NULL,3377,21902,NULL,NULL
2817,2014-12-16,"Mr.A.P Weerakkody, Ms.N Ranathunga",,NULL,3378,5289,NULL,NULL
15478,2014-03-28,J.Vijayatharshan,"EPL can be recommended",NULL,3379,15035,NULL,NULL
17068,2014-04-01,"H.D.Achala Ariyadasa","Can recommend to issue EPL.",NULL,3380,16212,NULL,NULL
1220,2014-04-10,"M.A.S. Maddumage (SEO), W.W.M.T. Sanjeewa (DEO)","EPL New",NULL,3381,4058,NULL,NULL
8620,2014-10-13,"R.A.S.N.Bandara,J.K.R.Shanuji","Recommonded renew the EPL",NULL,3382,9945,NULL,NULL
17792,2010-11-29,"G.M. Thilakasiri (DEO)",,NULL,3383,16672,NULL,NULL
3360,2014-05-13,"P.M.S. Rajapaksha (SEO), W.S. Rangani (DEO)","EPL issuance should be considered after getting analytical report of treated waste water sample from CEA lab",NULL,3384,5645,NULL,NULL
2085,2014-07-31,"Harsha Walpita(SEO), S. Mudalige(EO)","Can be recommended for EPL with the conditions",NULL,3385,4753,NULL,NULL
19013,2011-09-14,N.Tharmasegar,"EPL New",NULL,3386,17475,NULL,NULL
4681,2014-12-19,"M.R. Namalie, K.N. Kodgoda","Issuance of EPL can be recommended",NULL,3387,6651,NULL,NULL
14067,2014-02-24,T.Meharaja,"issue the EPL",NULL,3388,21903,NULL,NULL
16668,2014-02-13,"Mr.S.Gogulan SEO and Miss.G.Babatharani EO","EPL issued",NULL,3389,21904,NULL,NULL
16668,NULL,"Miss Babatharani",,NULL,3390,21904,NULL,NULL
1836,2014-03-25,"Harsha Walpita(SEO), Sewwandi Kumari(DEO)","Can be recommended for the renewal of EPL with previous conditions",NULL,3391,4521,NULL,NULL
11737,2014-03-26,"D.M.S.K.Ariyawansha, J.R.S.R.Jayakody, R.M.N.S.Thilakarathne",,NULL,3392,12499,NULL,NULL
1042,2014-05-08,"M.A.S. Maddumage (SEO), W.W.M.T. Sanjeewa (DEO)","EPL Renewal",NULL,3393,3910,NULL,NULL
2663,2014-12-19,"Mr.A.P Weerakkodi, Ms.N Ranathunaga","Issurance of EPL can be recommended by submitting a dust level report of the metal crusher",NULL,3394,5162,NULL,NULL
16906,2014-05-09,"S.Gohulan,MSatheeskumar","EPL recommended",NULL,3395,16100,NULL,NULL
17084,2010-09-09,"Achala Ariyadasa (DEO)","Recommended to renew EPL",NULL,3396,16220,NULL,NULL
4663,2014-10-17,"M.R. Namalie, J.S.M.P. Jayalath",,NULL,3397,21906,NULL,NULL
11774,2014-01-28,"D.M.S.K.Ariyawansha,H.M.G.R.Senavirathne,N.Gunathilake",,NULL,3398,12523,NULL,NULL
8621,2014-04-22,"R.A.S.Bandara(SEO),J.K.R Shanyji (EO)","Recomanded to issue the EPL",NULL,3399,9946,NULL,NULL
3866,2014-11-14,"P.M.S. Rajapaksha (SEO), R.M.Rathnayake (DEO)","EPL renewal can be recommended ",NULL,3400,6033,NULL,NULL
16618,2014-02-12,Muyees-Tadchagini,"EPL could be recommended",NULL,3401,15876,NULL,NULL
1837,2014-12-30,"Harsha Walpita(SEO), S. Mudalige(EO)","can be recommended for EPL after having waste water analytical report.",NULL,3402,4522,NULL,NULL
19016,2010-08-25,"M.F.M Rafee","EPL New",NULL,3403,17478,NULL,NULL
19016,2013-08-14,"M.F.M Rafee",renuwal,NULL,3404,17478,NULL,NULL
16599,2013-04-09,"S.Gohulan-SEO,A.J.M.Muyees-DEO,N.Rajeswaraw-DEO.","EPL inspection",NULL,3405,21908,NULL,NULL
4608,2014-12-16,"M.R. Namalie, K.N. Kodgoda","It is better to obtain analytical report",NULL,3406,6586,NULL,NULL
1031,2014-05-08,"M.A.S. Maddumage (SEO), W.W.M.T. Sanjeewa (DEO)","EPL Renewal",NULL,3407,3899,NULL,NULL
11783,2014-03-27,"D.M.S.K.Ariyawansha, J.R.S.R.Jayakody, R.M.N.S.Thilakarathne",,NULL,3408,12532,NULL,NULL
16670,2014-02-02,"Mr.S.Gogulan SEO and Miss.G.Babatharani EO","EPL issued",NULL,3409,21907,NULL,NULL
16670,NULL,"Miss.G.Babatharani EO and Miss.K.Suganiya. EO",,NULL,3410,21907,NULL,NULL
16670,NULL,,,NULL,3411,21907,NULL,NULL
16670,NULL,,,NULL,3412,21907,NULL,NULL
25209,2014-12-30,"P.L Renuka & B.S Dammapali",,NULL,3413,21909,NULL,NULL
15479,2014-03-04,J.Vijayatharshan,"EPL can be recommended",NULL,3414,15036,NULL,NULL
1987,NULL,"Harsha Walpita(SEO), S. Mudalige(EO)",,NULL,3415,4659,NULL,NULL
19020,2011-09-02,N.Tharmasegar,"EPL New",NULL,3416,17482,NULL,NULL
1063,2014-07-03,"M.A.S. Maddumage (SEO), W.W.M.T. Sanjeewa (DEO)","EPL Renewal",NULL,3417,3931,NULL,NULL
4604,2014-12-19,"M.R. Namalie, Komudi Kodgoda","It could be recommende to renew the licence",NULL,3418,6582,NULL,NULL
3297,2014-11-20,"P.M.S. Rajapaksha (SEO), J.S.S. Devi (EO)","EPL issuance should be considered after getting analytical report of treated waste water sample from CEA lab",NULL,3419,5582,NULL,NULL
16620,2009-07-21,Muyees-Illiyas,"EPL could be recommended",NULL,3420,15877,NULL,NULL
4626,2015-01-06,"M.R. Namalie, W.M.S. Boteju","EPL is better to renewe",NULL,3421,6604,NULL,NULL
16520,2014-01-31,"Mrs.S.Parameswaran, Miss.K.Suganiya","for new EPL",NULL,3422,15792,NULL,NULL
943,2014-09-09,"M.A.S. Maddumage (SEO), W.W.M.T. Sanjeewa (DEO)","EPL Renewal",NULL,3423,3819,NULL,NULL
16620,2013-09-30,Muyees-Tadchagini,"Renewal could be recommended",NULL,3424,21911,NULL,NULL
2705,2014-02-13,"Mr. A.P Weerakkodi, Mrs. N. Ranathunga","Recommended to issue EPL",NULL,3425,5199,NULL,NULL
4668,2015-01-06,"M.R. Namalie, Komudi Kodgoda","It could be recommende to renew the licence",NULL,3426,6642,NULL,NULL
16795,2010-06-29,"Parameswaran - Nushala","EPL  inspection",NULL,3427,16025,NULL,NULL
16795,NULL,,,NULL,3428,16025,NULL,NULL
16382,2013-03-11,"A.Neusala-DEO, P.Selvamalar-DEO",,NULL,3429,15674,NULL,NULL
1052,2014-03-24,"M.A.S. Maddumage (SEO), W.W.M.T. Sanjeewa (DEO)","EPL Renewal",NULL,3430,3920,NULL,NULL
19124,2012-12-13,"G.Subashini , R.G.S.Jayasinghe",,NULL,3431,21912,NULL,NULL
16382,2014-05-23,"T.SUnthareson-DEO, S.Thadchaiyni-EO",,NULL,3432,15674,NULL,NULL
25210,2014-12-01,"P.M.S. Rajapaksha (SEO), J.S.S. Devi (EO)","EPL issuance can be recommended subject to conditions",NULL,3433,21913,NULL,NULL
942,2014-04-07,"M.A.S. Maddumage (SEO), K.Prashanthan (EO)","EPL Renewal",NULL,3434,3818,NULL,NULL
2724,2014-05-16,"Mr.J.M.S.P Jayalath, ms.N ranathunga",,NULL,3435,5218,NULL,NULL
4676,2013-07-16,"Shanthi Dheerasinghe, Komudi Kodgoda",,NULL,3436,6648,NULL,NULL
16798,2014-03-10,"Rajini - Anton ","EPL inspection",NULL,3437,16028,NULL,NULL
16387,2014-02-13,"Mr.S.Gogulan SEO and Miss.K.Suganiya EO","EPL issued",NULL,3438,21914,NULL,NULL
4652,2013-09-06,"K.G.N.K. Weerasinghe, K.N. Kodgoda",,NULL,3439,6630,NULL,NULL
16387,NULL,"Miss.K.Suganiya Eo and Mr,Anton thrashanth EO",,NULL,3440,21914,NULL,NULL
16607,2014-11-25,"G.bavatharine,A.J.M.Muyees","EPL recommended",NULL,3441,15866,NULL,NULL
966,2014-12-24,"C.T. Manorathne (DEO), K.Prashanthan (EO)","EPL Renewal",NULL,3442,3836,NULL,NULL
16623,2011-02-22,Muyees-newshala,"EPL could be recommended",NULL,3443,15880,NULL,NULL
1333,2014-05-22,"M.R. Namalie, K.N. Kodgoda",,NULL,3444,4158,NULL,NULL
2877,2014-05-16,"Mr. J.M.S.P Jayalath, Ms.N Ranathunga ","Recommended to renew EPL",NULL,3445,5327,NULL,NULL
25212,2014-12-01,"P.M.S. Rajapaksha (SEO), J.S.S. Devi (EO)","EPL issuance can be recommended subject to conditions ; waste water diverted to septic tank and remove by gully bowser",NULL,3446,21916,NULL,NULL
16623,2014-06-16,Muyees-Tadchagini,"Renewal could be recommended",NULL,3447,21917,NULL,NULL
1062,2014-08-14,"M.A.S. Maddumage (SEO), W.W.M.T. Sanjeewa (DEO)","EPL Renewal",NULL,3448,3930,NULL,NULL
15480,2014-04-07,J.Vijayatharshan,"EPL can be recommended",NULL,3449,15037,NULL,NULL
15481,2013-07-04,J.Vijayatharshan,"EPL can be recommended",NULL,3450,15038,NULL,NULL
15482,2014-04-04,J.Vijayatharshan,"EPL can be recommended",NULL,3451,15039,NULL,NULL
15483,2014-04-01,J.Vijayatharshan,"EPL can be recommended",NULL,3452,15040,NULL,NULL
15484,2014-04-01,J.Vijayatharshan,"EPL can be recommended",NULL,3453,15041,NULL,NULL
15485,2014-03-28,J.Vijayatharshan,"EPL can be recommended",NULL,3454,15042,NULL,NULL
15486,2014-04-04,J.Vijayatharshan,"EPL can be recommended",NULL,3455,15043,NULL,NULL
15487,2014-04-09,J.Vijayatharshan,"EPL can be recommended",NULL,3456,15044,NULL,NULL
15489,2014-04-01,J.Vijayatharshan,"EPL can be recommended",NULL,3457,15045,NULL,NULL
15490,2014-04-09,J.Vijayatharshan,"EPL can be recommended",NULL,3458,15046,NULL,NULL
15492,2014-04-01,J.Vijayatharshan,"EPL can be recommened",NULL,3459,15047,NULL,NULL
15493,2014-04-01,J.Vijayatharshan,"EPL can be recommened",NULL,3460,15048,NULL,NULL
15494,2014-04-03,J.Vijayatharshan,"EPL can be recommended",NULL,3461,15049,NULL,NULL
15495,2014-04-07,J.Vijayatharshan,"EPL can be recommended",NULL,3462,15050,NULL,NULL
15496,2014-04-07,J.vijayatharshan,"EPL can be recommended",NULL,3463,15051,NULL,NULL
15415,2014-06-25,S.Elankeswaran,"EPL can be renewed",NULL,3464,14983,NULL,NULL
15420,2014-04-09,S.Elankeswaran,"EPL can be recommended",NULL,3465,14984,NULL,NULL
15421,2014-05-23,S.Elankeswaran,"Inspected & Recommended",NULL,3466,14985,NULL,NULL
15422,2014-07-15,S.Elankeswaran,"EPL can be recommended",NULL,3467,14986,NULL,NULL
15424,2014-07-15,S.Elankeswaran,"EPL can be recommended",NULL,3468,14987,NULL,NULL
15426,2014-07-15,S.Elankeswaran,"EPL can be reccommended",NULL,3469,14988,NULL,NULL
15427,2014-08-15,S.Elankeswaran,"EPL can be recommended",NULL,3470,14989,NULL,NULL
15428,2014-04-11,S.Elankeswaran,"EPL can be recommended",NULL,3471,14990,NULL,NULL
3210,2014-11-20,"P.M.S. Rajapaksha (SEO), J.S.S. Devi (EO)","EPL Renewal can be recommended subject to the conditions ; efficiency report of dust extraction system, trade license, clearance for production of powder coats",NULL,3472,5508,NULL,NULL
2442,2014-12-08,"Mr. A.P Weerakkody, MR. P.W.D.S.S Wijrrathne","To Inform industrialist to submit UDA clearance, To get wast water quality analitical reprt",NULL,3473,4993,NULL,NULL
2046,2014-09-02,"Harsha Walpita(SEO), Sewwandi Kumari(DEO)","Can be recommended for EPL with the conditions",NULL,3474,4714,NULL,NULL
3869,2014-12-11,"P.M.S. Rajapaksha (SEO), J.S.S. Devi (EO)",,NULL,3475,6036,NULL,NULL
2718,2013-11-07,"Mr.A.P Weerakkodi, Ms.K.A.D.A.J. Ranjith","EPL can be issued Subjected to contions",NULL,3476,5212,NULL,NULL
2058,2014-11-18,"Harsha Walpita(SEO), S. Mudalige(EO)","Can be recommended for the renewal of EPL with previous conditions",NULL,3477,4726,NULL,NULL
4655,2014-07-28,"M.R. Namalie, W.S. Rangani","Issuance of EPL can be recommended",NULL,3478,6632,NULL,NULL
1968,2014-11-21,"Harsha Walpita(SEO), S. Mudalige(EO)","Can be recommended for the renewal of EPL with previous conditions",NULL,3479,4642,NULL,NULL
4641,2014-09-17,"M.R. Namalie, J.S.M.P. Jayalath","It is better to implement sludge disposal ",NULL,3480,6619,NULL,NULL
2585,2014-07-16,"Mr.A.P weerakkody, Mr.P.W.D.S.S wijerathna","Recommended to renew the EPL subjected to the conditon",NULL,3481,5085,NULL,NULL
3897,2013-12-06,"R.M. Rathnayake (DEO), M.K.N. Senarath (DEO)","Recommended to EPL validity period can be extended conditions of the previous EPL",NULL,3482,6064,NULL,NULL
1043,2014-05-19,"M.A.S. Maddumage (SEO), W.W.M.T. Sanjeewa (DEO)","EPL Renewal",NULL,3483,3911,NULL,NULL
2584,2014-07-16,"Mr.A.P Weerakkody, Mr.P.W.D.S.S Wijerathne","Recommended to renew EPL subjected to conditions",NULL,3484,5084,NULL,NULL
25213,2014-10-14,"Harsha Walpita(SEO), S. Mudalige(EO)","Can be recommonded for EPL.",NULL,3485,21918,NULL,NULL
3854,2014-10-09,"P.M.S. Rajapaksha (SEO), J.S.S. Devi (EO)","Recommnded to implement condition no.2.2 ie take necessary actions to reuse cooling water prior to renewal EPL",NULL,3486,6025,NULL,NULL
1045,2014-08-21,"M.A.S. Maddumage (SEO), W.W.M.T. Sanjeewa (DEO)","EPL Renewal",NULL,3487,3913,NULL,NULL
2414,2014-10-14,"Harsha Walpita(SEO), S. Mudalige(EO)","The industry should make precautions to stop the spilages from the mixing mechines.",NULL,3488,4965,NULL,NULL
1044,2014-06-23,"M.A.S. Maddumage (SEO), W.W.M.T. Sanjeewa (DEO)","EPL Renewal",NULL,3489,3912,NULL,NULL
3318,2014-07-17,"P.M.S. Rajapaksha (SEO), J.S.S. Devi (EO)","EPL Renewal can be recommended subject to the conditions ; trade licence submission, remove conditon no 1.2 according to day and night time noise level report",NULL,3490,5603,NULL,NULL
25216,2014-07-16,"Mr.A.P Weerakkody, Mr.P.W.D.S.S Wijerathne","To inform industrialist to submitted local authority and UD recommendation. ",NULL,3491,21920,NULL,NULL
918,2014-09-02,"M.A.S. Maddumage (SEO), W.W.M.T. Sanjeewa (DEO)","EPL Renewal",NULL,3492,3794,NULL,NULL
3263,2014-12-22,"P.M.S. Rajapaksha (SEO), J.S.S. Devi (EO)","EPL Renewal can be recommended subject to the conditions",NULL,3493,5555,NULL,NULL
4644,2014-12-16,"M.R. Namalie, K.N. Kodgoda","Issuance of EPL can be recommended",NULL,3494,6622,NULL,NULL
5020,2014-10-16,"M.A.S. Maddumage (SEO), W.W.M.T. Sanjeewa (DEO)","EPL Renewal",NULL,3495,6914,NULL,NULL
3889,2014-12-22,"P.M.S. Rajapaksha (SEO), J.S.S. Devi (EO)","EPL Renewal can be recommended subject to the conditions",NULL,3496,6056,NULL,NULL
25220,2014-07-17,"G.D.L.Karunarathne(SEO),O.P.K.Pathirana(DEO)","Can be recommended for the renewal of EPL with previous conditions",NULL,3497,21921,NULL,NULL
2480,2014-06-24,"Mr.J.M.S.P Jayalath, Ms.N Ranathunga","Recommended to submit analytical report regarding the quality of waste water",NULL,3498,5028,NULL,NULL
25219,2014-12-02,"M.R. Namalie, K.N. Kodgoda","Issuance of EPL can be recommended",NULL,3499,21922,NULL,NULL
15429,2014-02-11,S.Elankeswaran,"EPL can be recommended",NULL,3500,14991,NULL,NULL
4312,2014-03-25,"G.D.L.Karunarathne(SEO),O.P.K.Pathirana(DEO)","Can be recommended for the renewal of EPL with previous conditions",NULL,3501,6380,NULL,NULL
4619,2014-10-17,"M.R. Namalie, J.S.M.P. Jayalath","Issuance of EPL can be recommended",NULL,3502,6597,NULL,NULL
3334,2014-11-04,"P.M.S. Rajapaksha (SEO), J.S.S. Devi (EO)","EPL Renewal can be recommended subject to the conditions",NULL,3503,5619,NULL,NULL
15430,2014-03-28,S.Elankeswaran,"EPL can be recommended",NULL,3504,14992,NULL,NULL
2690,2014-08-15,"Mr.P.W.S.S Wijerathne, ms.R.a.K.N Ranathunga","To requesting to lab for taking waste water test",NULL,3505,5184,NULL,NULL
25222,2014-09-18,"B.A.K. Priyanthi Peiris, J.S.M.P. Jayalath",,NULL,3506,21923,NULL,NULL
25221,2014-08-14,"G.D.L.Karunarathne(SEO),O.P.K.Pathirana(DEO)","Can be recommonded for EPL.",NULL,3507,21924,NULL,NULL
3333,2014-11-04,"P.M.S. Rajapaksha (SEO), J.S.S. Devi (EO)","EPL Renewal can be recommended subject to the conditions",NULL,3508,5618,NULL,NULL
25223,2014-09-05,"M.R. Namalie, J.S.M.P. Jayalath",,NULL,3509,21926,NULL,NULL
4694,2014-09-05,"M.R. Namalie, J.S.M.P. Jayalath",,NULL,3510,6664,NULL,NULL
25224,2014-08-14,"G.D.L.Karunarathne(SEO),O.P.K.Pathirana(DEO)","Can be recommonded for EPL.",NULL,3511,21925,NULL,NULL
3596,2014-06-17,"P.M.S. Rajapaksha (SEO), J.S.S. Devi (EO)","Recommendations ; waste water send to treatment plant and reuse, trade license, waste water analytical report from CEA lab",NULL,3512,5807,NULL,NULL
4796,2014-07-28,"M.R. Namalie, W.S. Rangani",,NULL,3513,6744,NULL,NULL
3369,2014-06-26,"P.M.S. Rajapaksha (SEO), J.S.S. Devi (EO)","EPL issuance can be recommended subject to conditions ; inform CEA after finish the construction activities",NULL,3514,5654,NULL,NULL
4317,2014-07-28,"O.P.K.Pathirana(DEO),K.A.D.A.J.Ranjith(DEO)","Can be recommended for the renewal of EPL with previous conditions",NULL,3515,6384,NULL,NULL
4625,2014-12-19,"M.R. Namalie, K.N. Kodgoda","Issuance of EPL can be recommended",NULL,3516,6603,NULL,NULL
4333,2014-08-14,"G.D.L.Karunarathne(SEO),O.P.K.Pathirana(DEO)","Can be recommended for the renewal of EPL with previous conditions",NULL,3517,6396,NULL,NULL
980,2014-12-16,"M.A.S. Maddumage (SEO),  B.A.A. Sajeewanie (EO)","Leagal actions should be taken ",NULL,3518,3849,NULL,NULL
2461,2014-09-16,"Mr. A.P Weerakkodi, Ms.N Ranathunga","Recommended to submit a new renewal application form",NULL,3519,5011,NULL,NULL
919,2014-12-22,"M.A.S. Maddumage (SEO), W.W.M.T. Sanjeewa (DEO)","EPL Renewal",NULL,3520,3795,NULL,NULL
15431,2014-04-01,S.Elankeswaran,"EPL can be recommended",NULL,3521,14993,NULL,NULL
3842,2014-09-24,"P.M.S. Rajapaksha (SEO), J.S.S. Devi (EO)","EPL Renewal can be recommended subject to the conditions ; renovate treatment plant, analytical report of treated waste water from CEA lab",NULL,3522,6015,NULL,NULL
25227,2014-11-18,"Mr.A.p Weerakkodi, Ms.R.A.K.N Ranathunga","Recommended to renew EPL",NULL,3523,21927,NULL,NULL
4415,2014-07-31,"G.D.L.Karunarathne(SEO),O.P.K.Pathirana(DEO)","Can be recommended for the renewal of EPL with previous conditions",NULL,3524,6466,NULL,NULL
15432,2014-03-21,S.Elankeswaran,"EPL can be recommended",NULL,3525,14994,NULL,NULL
3875,2014-11-04,"P.M.S. Rajapaksha (SEO), J.S.S. Devi (EO)","Recommended to take necessary actions prior to obtain EPL",NULL,3526,6042,NULL,NULL
2611,2014-09-24,"Mr.A.P Weerakkody, Ms. N.Ranathunga","Recommended to renew EPL",NULL,3527,5110,NULL,NULL
15434,2014-03-28,S.Elankeswaran,"EPL can be recommended",NULL,3528,14996,NULL,NULL
