industryID,fualtype,purpose,fuelconsumption,fid
10697,Diesal,"For the compressor",10,1460
10681,Diesal,"For drilling machine",20,1461
10557,Diesel,"operating of metal mall",40,1462
10562,diesel,"for compressure",20,1463
10585,diesel,"for blasting",NULL,1464
10591,diesel,"for generator",10,1465
25456,diesel,"for compressure",5,1466
10043,diesel,,NULL,1467
10034,Diesel,"Composer & Bracker",21,1468
14628,Diesel,"For Loader",25,1469
14621,Diesel,"For Generator",10,1470
25460,Diesal,"for machinary",10,1471
9280,Diesel,,NULL,1472
10307,Kerosene,Washing,2,1473
10287,diesel,"For drilling purpose",NULL,1474
14622,Diesel,"Compresure operation",7,1475
14635,Nil,,NULL,1476
14614,Nil,,NULL,1477
14623,Diesel,"Compresure operation",5,1478
14636,"Not use",,NULL,1479
10276,diesel,"for generators",0.03,1480
10295,diesel,blasting,6,1481
10282,diesel,blasting,NULL,1482
10284,diesel,,NULL,1483
9312,Diesel,"for Generator ",20,1484
10277,"diesel ","for the burner",20,1485
25469,oil,"for machines",3,1486
3879,Diesel,,NULL,1487
9327,Diesel,,NULL,1488
10643,"kerosene ","Boilers ",40,1489
25495,Gas,Burn,60,1490
10661,"Diesel ","Compressor ",3,1491
18539,Gas,Burn,60,1492
3276,Diesel,Generator,NULL,1493
14626,Diesel,"Compresure operation",20,1494
14607,Nil,Nil,0,1495
14624,Diesel,"Compresure operation",5,1496
14629,Diesel,"Machine operating",10,1497
14625,Diesel,"Compresure operation",5,1498
14613,Nil,Nil,NULL,1499
14631,Nil,Nil,NULL,1500
9317,,,NULL,1501
9316,Diesel,"For Genarator",20,1502
10635,Diesal,"for the folklift",5,1503
10631,Diesal,"For machinaries",10,1504
9360,Diesel,,NULL,1505
25512,Diesel,"To manufacture compost",NULL,1506
25520,"Diesel ","For loading machine",NULL,1507
9317,Diesel,,4,1508
25526,Diesel,vehicle,100,1509
10630,Diesal,"For land master engine",3,1510
10626,diesel,"for washing",1,1511
10172,Diesal,Drilling,10,1512
10195,diesel,"for drilling",10,1513
9318,Diesel,,100,1514
10202,diesel,"for drillng",10,1515
10192,Diesal,"For the compressor machine",20,1516
9310,Diesel,,20,1517
10171,Diesel,"for drilling",20,1518
25556,Diesel,"for driling",22,1519
25558,Diesel,"For mechines",NULL,1520
25566,no,,NULL,1521
25572,desel,"for the transportation of bus",4500,1522
9292,Diesel,"Drill Stone",2,1523
10189,Diesel,drilling,15,1524
25579,,permanent,36,1525
25585,Diesel,"for oven",2,1526
14535,Nil,Nil,0,1527
25588,"LP gas",Cooking,24,1528
25588,Diesel,"For generator",6,1529
24424,NA,NA,0,1530
10169,Diesal,"for machines",20,1531
10209,Disel,Drilling,5,1532
10166,Diesal,Drilling,20,1533
10210,"LP gas","food production",30,1534
25591,"Burned oil","To operate boiler",110,1535
10170,diesel,"for drilling",25,1536
25607,Desel,"to operate machines",60,1537
9297,Diesel,,NULL,1538
25598,diesel,"for drilling",20,1539
10205,Diesal,"Loader functioning",20,1540
4290,"LP Gas","Frying & cooking",9,1541
25620,"Diesel ","For Drilling ",10,1542
9304,Diesel,,NULL,1543
10206,Diesal,Drilling,10,1544
10186,Diesal,Drilling,NULL,1545
25638,diesel,"for drilling",10,1546
10181,Diesal,Machine,6,1547
9299,Diesel,,35,1548
10182,Diesal,"Power generation",0.25,1549
25640,Kerosine,"melting paraffine wax",3,1550
25649,diesel,"for drilling",20,1551
9283,"Diesel, kerosine ",,15,1552
1912,,,NULL,1553
25653,,,NULL,1554
25654,Diesal,"for drilling",20,1555
25659,Diesal,"for the drilling",20,1556
25662,Wood,ToBoiler,200,1557
25661,,,NULL,1558
9284,Diesel,,50,1559
25667,,,NULL,1560
19573,Kerosine,"To dry coil ",400,1561
10028,Diesel,"Elecric Genarator",NULL,1562
9303,Diesel,,NULL,1563
19563,"Furness oli","To boiling ",50,1564
25670,Diesel,"For two wheel tractor",12,1565
4492,,,NULL,1566
10036,Disel,genarator,40,1567
4588,,,NULL,1568
2253,,,NULL,1569
19591,Dissel,"To operate generator",4,1570
4559,"Electric and gas","start the machine",NULL,1571
2131,,,NULL,1572
4546,Disal,,20,1573
19584,,,NULL,1574
4504,Desal,Loder,50,1575
3112,,,NULL,1576
4540,,"Three wheel",1,1577
3131,,,NULL,1578
25683,,,NULL,1579
25684,,,NULL,1580
25685,,"Lp Has -Wulening",20,1581
3086,,,NULL,1582
3108,,,NULL,1583
25689,,,NULL,1584
25694,"Lubricant oil , Greace",,NULL,1585
2762,,,NULL,1586
2762,,,NULL,1587
2777,,,NULL,1588
25699,desel,"for the compressure",10,1589
10612,"Kerosene (gal)",Washing,1,1590
25702,,,NULL,1591
10698,Diesal,"For compressor",NULL,1592
25705,,,NULL,1593
10685,Diesal,,3,1594
25706,,,NULL,1595
19570,"Fire wood",,1000,1596
19570,,,NULL,1597
10516,Diesel,"for commpresure",5,1598
25708,,,NULL,1599
10541,Diesal,"For generator",5,1600
19555,Dissel,"To operate generator",1000,1601
10540,Diesal,"Drilling machine",6,1602
25710,,,NULL,1603
25711,,,NULL,1604
25712,desel,"for the generator",NULL,1605
19576,Dissel,"To operate generator",150,1606
25718,kerosine,,40,1607
10404,kerosine(bottles),"for washing",5,1608
10408,Diesal,compressor,10,1609
25725,"Diesel ","For machines ",30,1610
10504,Diesal,"For Compressor",5,1611
25726,piesel,"Paint ",4,1612
25729,"Diesel ",,NULL,1613
10373,Diesal,"For compressor",7,1614
10369,Diesal,Compressor,10,1615
25733,"Burned oil ",100,NULL,1616
1783,Disel,"start the lodary",10,1617
25737,"Diesel ","For generator",NULL,1618
25740,,,NULL,1619
25742,Kerosine,,NULL,1620
25743,Diesal,"operating machines",150,1621
19595,CALTEX,"Oil Change",10,1622
25748,Diesel,,4,1623
25756,Diesal,"For generator",1,1624
25756,Gas,Cooking,8,1625
25757,Diesel,,NULL,1626
19554,"paraffin Oil","To operate boiler",200,1627
19586,dissel,"To operate generator",NULL,1628
19587,"Dissel ","To bake",60,1629
25768,"Diesel  ","Cutting ",200,1630
19575,Dissel,Jenerator,NULL,1631
19606,Dissel,"To bake",5,1632
2864,,,NULL,1633
10583,Diesal,"For machines",20,1634
25775,,,NULL,1635
25777,,,NULL,1636
10616,Diesal,oven,130,1637
3082,,,NULL,1638
4594,Disel,"start the compersher",NULL,1639
19550,Dissel,"To Ligting",10,1640
19689,Electricity,"To operate machine ",83,1641
25782,,,NULL,1642
25782,Disal,,NULL,1643
3079,,,NULL,1644
25786,,,NULL,1645
19659,Dissel,"air pressure machine",20,1646
25787,,,NULL,1647
10163,Diesal,"for drilling",20,1648
25791,,,NULL,1649
3093,,,NULL,1650
25795,,,NULL,1651
3091,,,NULL,1652
1760,Disel,"eya comperesher",20,1653
2927,,,NULL,1654
19905,"Kerosine Oil",,4,1655
25797,,,NULL,1656
19651,Diseel,"To operate drill machine",NULL,1657
3077,,,NULL,1658
3078,Disal,"Krampresher Mashing",10,1659
3080,"Land oli",,NULL,1660
3092,,"Mashin Oli",NULL,1661
3085,,,NULL,1662
3059,,,NULL,1663
3026,,,NULL,1664
25804,Deisal,,15,1665
25803,"Diesel ",,NULL,1666
25803,"Burned oil",,NULL,1667
2753,,,NULL,1668
25801,Electric,"make the bread",NULL,1669
3090,,,NULL,1670
1713,"Disel , electic","metal crashing",500,1671
2943,,,NULL,1672
25809,,,NULL,1673
25809,Disal,,10,1674
3102,,,NULL,1675
25815,,,NULL,1676
2870,,,NULL,1677
1752,Disel,,8,1678
2902,,,NULL,1679
25819,desel,"for the generator",35,1680
2758,,,NULL,1681
10024,Desel,"for Engin",8,1682
4590,Disel,"metal crashing",NULL,1683
3098,,,NULL,1684
25832,Disal,,10,1685
19887,Electricity,"To ioperated machine",NULL,1686
1560,Disel,,NULL,1687
25840,diesel,"For generator",NULL,1688
25839,,,NULL,1689
10016,Diesel,"for Electric Genarator",100,1690
18507,Kerosine,"Wash to vehicle parts",5,1691
10031,Diesel,"for Electric Genarator",NULL,1692
18500,Deisal,"Operating machine",25,1693
19866,Diesel,"mobile crane and furnace",10,1694
10033,Diesel,"for Electric Genarator",4,1695
19735,"Furness Oil","For melting Aluminium",NULL,1696
25860,DESEL,"TO OPERATE MACHENES",50,1697
25865,desel,"to operate generator",30,1698
25867,DESEL,,50,1699
19802,"Furness Oil","Aluminium Melting",NULL,1700
25871,Diesel,"Composer & Bracker",30,1701
19731,"furnece oil","Aluminium melting",500,1702
10026,"kerosene oil ",,5,1703
10037,"Kerosine oil",,NULL,1704
19759,"Furnace oil, Diesel","Steam generation and Electric power generation",750,1705
19738,Diesel,"Fork lift and generator",3,1706
19734,"Fuernece oil","Aluminium Melting",5,1707
19868,"Fire wood","To operate boiler",15,1708
19765,Diesel,"Back_- up generator",NULL,1709
19857,Diesel,"To operate generator",210,1710
19761,"furnece oil","Aluminium Melting",50,1711
19782,Diesel,Compressure,40,1712
19758,"Fernece oil","To operate boiler",1700,1713
19763,Diesel,"Oil change",NULL,1714
17080,Deisal,"For Machine",12,1715
8622,Petral,"Made of Solution",1.5,1716
9300,Diesel,"For Machine",NULL,1717
25909,"Diesel ",,NULL,1718
1813,Diesel,,5,1719
25918,Deisel,,10,1720
25925,Diesel,"For Generators",30,1721
18509,"rice husk",boiler,NULL,1722
25926,"Diesel ","For Generators ",1500,1723
8751,kerosine,Washing,NULL,1724
18530,"rise husk",boiler,NULL,1725
8729,kerosene,Washing,NULL,1726
25932,Deisal,"For Machine",NULL,1727
8733,Diesel,,NULL,1728
25936,"Diesel ","For compressor ",25,1729
23213,Kerosine,cleaning,1,1730
23228,Diesel,"To operate generator",10,1731
25950,Diesel,"For machines",5,1732
25950,Kerosine,"For boiler",80,1733
10262,"Paddy Husk ","For the boiler and generator",800,1734
14088,dessel,engine,1450,1735
14094,diessel,"machinary used",5,1736
18293,Gas,,NULL,1737
9804,Diesel,Composer,NULL,1738
23241,"coconut chells","To operate boiler",NULL,1739
23129,Kerosine,cleaning,6,1740
23084,Diesel,"To operate generator",NULL,1741
9213,"Fire wood, Diesel",,NULL,1742
14045,diesel,generator,2,1743
14478,,,NULL,1744
14480,,,NULL,1745
14479,,,NULL,1746
14481,,,NULL,1747
14482,,,NULL,1748
14483,,,NULL,1749
14486,,,NULL,1750
14487,Diesal,"Compressor Operating",20,1751
14488,Diesal,"Compressor Operation",20,1752
14496,Diesal,"For Loader and Trator",25,1753
14494,Diesal,"For Loader and Tractor",NULL,1754
14494,Diesal,"For Loader and Tractor",22,1755
14495,Diesal,"For loader and Tractor",25,1756
9175,Diesel,"For Genarators",NULL,1757
9540,Diesel,"For loader",NULL,1758
14485,,,NULL,1759
14484,,,NULL,1760
14489,Deisel,"Compressuer Operating",20,1761
14490,Diesel,"Compressuer Operating",20,1762
14497,Deise,"For Loader and Tractor",25,1763
14498,,,NULL,1764
14256,Nil,,NULL,1765
9801,Diesel,"For compressor",NULL,1766
9810,Diesel,"For engine",5,1767
14493,Deisel,"Compressuer Operating",5,1768
9987,Diesel,"to opperate Engine",1.5,1769
9561,Diesel,"to the Compessor",2,1770
9544,Diesel,,NULL,1771
8679,"wood,",,NULL,1772
17376,Deisal,"For Machine",400,1773
9170,Diesel,"for generator",NULL,1774
14260,NA,,NULL,1775
8726,Diesel,Crushering,NULL,1776
23096,"Diesel , Gas",Baking,225,1777
23266,Diesel,"To operate generator",NULL,1778
25981,diesal,"compresor operation",10,1779
8761,Diesel,10,NULL,1780
22812,Diesel,Grilling,10,1781
22774,Diesel,"To operate generator",400,1782
22788,Diesel,"Compressure & Vehicle",100,1783
22828,Diesel,"To operate generator",20,1784
25999,Deisal,,NULL,1785
18274,Diesel,Production,20,1786
22810,Diesel,"To operate drill machine",NULL,1787
26000,"Liquid Petrclium Gas","Cooking & Frying Of Food",15,1788
22805,Diesel,"To operate machine",10,1789
26005,Kerosine,"Washing of vehicles",0.5,1790
2823,,,NULL,1791
18276,Gas,"Domestic use",1.5,1792
2962,,,NULL,1793
26012,DESEL,"FOR THE COMPRESSHER",50,1794
2869,,,NULL,1795
22813,Dissel,Drilling,NULL,1796
26015,DESEL,,3,1797
3004,Current,,NULL,1798
14477,,,NULL,1799
14507,,,NULL,1800
14456,Diesel,"Compressuer Operating",25,1801
22825,Diesel,"Metal crushing",NULL,1802
26021,DESEL,"FOR LIGHTNING",NULL,1803
14501,,,NULL,1804
14503,,,NULL,1805
14499,,,NULL,1806
14505,,,NULL,1807
22787,Diesel,Gringing,100,1808
22803,Diesel,"To operate generator",150,1809
12175,kerosine,,NULL,1810
12175,greese,,NULL,1811
22778,Diesel,"To operate generator",800,1812
26032,Diesel,,NULL,1813
26035,Deisal,"For Machine",20,1814
22797,Diesel,"water Boiling ",100,1815
22797,,,NULL,1816
22776,"Furness Oil, LP gas, Diesel","To operate boiler",NULL,1817
26045,"Diesel ","for machines",NULL,1818
26046,Diesel,"for Blast",50,1819
26047,Diesel,"for machines ",NULL,1820
9102,"diesel, engine oil, carasoil","for hoist & engine cleaning",30,1821
18113,Diesel,Machinery,5,1822
9117,electricity,"for bakery purposes",NULL,1823
18176,Diesesl,"For Machinery",10,1824
9678,diesel,generator,400,1825
10054,Diesel,,NULL,1826
9111,electracity,"for machinery",NULL,1827
10055,Deisel,,2,1828
10061,wood,,NULL,1829
26057,"electricity ","for machines ",242,1830
21410,Diesel,"For heating Chamber",NULL,1831
26059,"Diesel ","for blast ",NULL,1832
26058,"kerosene ","For washing ",0.25,1833
26066,"Gas ","for preparing food  ",NULL,1834
26084,"Electricity ","for machines ",10,1835
26088,DISEL,"FOR THE MACHINE",NULL,1836
26095,DIESEL,"FOR THE OPERATION OF MACHINES",75,1837
9671,Diesel,"for machinery",0.22,1838
9679,Diesel,"power generation",0.3,1839
8694,Kerosine,"For lighting",NULL,1840
26105,,,NULL,1841
26108,Diesel,"for machinery",0.1,1842
26117,"Kerosene ","washing equipment ",2,1843
22360,"Kerosine ","For broiler ",30,1844
19872,"Diesel, Furnace oil","vehicles, boiler ",230,1845
26137,"Diesel ","For machines ",NULL,1846
22219,Electricity,"for machines",2,1847
26146,Deisal,"Operating machine",200,1848
13311,"by generator",,NULL,1849
21358,Keroson,,NULL,1850
26158,Electricity,"for machines ",NULL,1851
26160,DESEL,"FOR BLASTING OF METAL",15,1852
26107,Diesel,"for machinery",100,1853
26141,Diesel,"for machinery",350,1854
26173,Gas,"For bakery production",NULL,1855
26173,Electricity,"for bakery production ",NULL,1856
9105,Electracity,,NULL,1857
13231,,,NULL,1858
26183,desel,"for the compressure",20,1859
9117,Diesel,"Food processing",100,1860
9117,Gas,"Food processing",50,1861
9104,Gasoline,"For rubber drying machine",200,1862
26184,"Diesel ",,NULL,1863
13341,,,NULL,1864
13341,,,NULL,1865
9873,diesel,"for machinery",NULL,1866
9909,electracity,"power generation",NULL,1867
9910,Diesel,"for generators",NULL,1868
21394,"Fuernece oil , Coconut oil",,200,1869
9889,,,NULL,1870
9850,Diesel,"clean engines",0.012,1871
9864,Diesel,"clean engines",NULL,1872
21775,"Diesel and gas","for fork lifter and ovens for curing ",8,1873
21339,"Diesel, Petrol",,60,1874
13329,,,NULL,1875
13313,desel,washing,15,1876
21244,"Diesel ","for waste water treatment ",60,1877
26198,DESEL,"FOR DAMAGING OF METAL",50,1878
9891,,,NULL,1879
12536,DESEL,"FOR THE LOADER",20,1880
25818,,,NULL,1881
21113,"LP Gas","Heating of raw metarials",1000,1882
9911,Diesel,"clean engines",NULL,1883
12614,DESEL,"TO OPERATE MACHINES",20,1884
12625,DESEL,"FOR THE LOADER",10,1885
21117,Diesel,"For vehicle & Generator ",235,1886
13310,,,NULL,1887
21105,Diesel,"For generators",NULL,1888
9681,Diesel,"for generators",NULL,1889
9644,Diesel,"for machinery",1500,1890
21318,Diesel,,NULL,1891
23165,Diesel,"To operate generator",NULL,1892
22794,"Diesel ","for generators ",175,1893
21295,Diesel,heating,100,1894
22100,L.P.Gas,"For cooking",12,1895
21186,Diesel,"To operate generator",NULL,1896
21228,"Hydraulic oil","To operate the bailing press",NULL,1897
21287,"D.S. 40","for machines ",5,1898
21287,"Diesel ","for vehicles ",50,1899
21264,"Burned oil ","for boiler ",25,1900
21122,Diesel,"To Operate Machinery",2,1901
9702,Diesel,"for machinery",300,1902
21144,"Fernece oil grade 800","To operation Furneces",425,1903
9103,Diesel,60,NULL,1904
9103,"fire wood","For rubber drying",2,1905
9907,electracity,"power generation",NULL,1906
26211,Diesel,,NULL,1907
21267,"furnece oil","To operate boiler",225,1908
9883,electracity,"power generation",NULL,1909
9890,electracity,"power generation",NULL,1910
9912,Diesel,"for machinery",0.5,1911
26210,Diesal,"For Genarator",NULL,1912
9853,Diesel,"for generators",0.19,1913
13326,electrocity,"starting the vehicle",70,1914
13326,electrocity,"starting vehicle",70,1915
13326,,,NULL,1916
9888,,,NULL,1917
13340,,,NULL,1918
9508,Kerasole,Cleaning,NULL,1919
9903,Diesel,"for machinery",0.02,1920
8351,Diesal,"For Genarator",NULL,1921
8351,Diesal,"For Genarator",200,1922
21114,Diesel,"To operate generator",750,1923
13240,,standby,3.6,1924
8354,,,NULL,1925
23260,Diesel,"To operate generator",200,1926
21292,Diesel,Drier,20,1927
26227,Diesel/Petrol,"for fork lift, motors ",NULL,1928
8352,Diesal,"For Genarator",30,1929
23267,Diesel,"for generators and vehicles  ",18,1930
21102,"Diesel and kerosene ","cleaning ",250,1931
21329,"Diesel ","for generators ",NULL,1932
14366,,,NULL,1933
14366,Deisol,"For Owen",0.03,1934
26232,Diesal,"For Genarator",0.3,1935
9113,Diesel,"Use for generators ( In a case of electricity failure)",NULL,1936
26237,Kerosin,"For Washing",0.05,1937
9521,Diesel,,NULL,1938
9500,Diesel,,20,1939
26253,Diesal,"For Genarator",NULL,1940
26259,Diesal,"For Genarator",0.005,1941
20079,"Diesel ",,10,1942
9908,Diesel,"for machinery",0.03,1943
19940,"Diesel ","for machines ",NULL,1944
19919,"Diesel ","for generator ",NULL,1945
19999,"Diesel ","for machines",NULL,1946
26271,,,NULL,1947
13430,DISEL,"FOR THE COMPRESSURE",10,1948
13189,DISEL,"FOR THE COMPRESSURE",25,1949
26286,desel,"for machineries",10,1950
19825,"furnaces oil ","for dissolve aluminium ",20,1951
20271,Diesel,,5,1952
26298,,,NULL,1953
26305,Diesal,"For Genarator",NULL,1954
22232,"Furness Oil",,NULL,1955
26310,,,NULL,1956
22205,Diesel,"To operate Engine",500,1957
19584,Kerosion,Drying,576,1958
13331,,,NULL,1959
17528,d,"Operating machine",40,1960
8103,,,NULL,1961
8977,Electracity,,NULL,1962
8967,Diesel,"To operate the loader",10,1963
20357,Diesel,,300,1964
8962,Diesel,"Operating the generator",144,1965
13312,,,NULL,1966
8995,Diesel,"Operating generator",NULL,1967
21801,Kereson,Washing,2,1968
13334,,,NULL,1969
10959,Desal,,15,1970
19793,Diesel,"To operate generator",100,1971
26388,Diesel,"for generators",0.05,1972
26389,Diesel,"for machinery",0.06,1973
26390,Deisal,"For Machine",10,1974
23234,"Furnece Oil",,2000,1975
23134,"Hydrolic Oil","To Operate Machinery",NULL,1976
22818,Diesel,"To operate generator",3000,1977
21788,Diesel,"To operate generator",67,1978
19807,Diesel,"To operate generator",NULL,1979
11411,"public supply",,1,1980
10839,ferosoil,machinaery,1,1981
11073,kerosene,washing,5,1982
10947,Diesel,"to the operate airpressure gun with scavater",400,1983
12600,DESEL,"FOR MACHINERIES",40,1984
26420,Kerosene,,6000,1985
26423,DESEL,"FOR ENGINES",1,1986
10831,deisel,"to compesure",NULL,1987
19966,Diesel,,NULL,1988
20018,"Oxigen, Asitling","Iron Cutting",1,1989
11564,deisal,"to oven",15,1990
19814,"Fire wood, Gas","To opwrate boiler and oven",525,1991
11397,carosin,washing,0.5,1992
8794,Diesel,"for machinery",0.04,1993
26440,deasal,,NULL,1994
26440,,,NULL,1995
26448,"L P Gas","To boiling",6,1996
22795,Kerosine,cleaning,1,1997
20159,Diesel,"To Operate Generator & Burnner",NULL,1998
11282,diesal,,15,1999
26460,Carosin,Cleaning,1,2000
22003,Diesel,"To operate generator",230,2001
26469,Diesel,,NULL,2002
22000,"Diesel, LP Gas, Wood","Generator, Cooking,Boiler",1120,2003
20117,"Furnece Oil",Heating,25,2004
21080,Keroson,,NULL,2005
8772,Diesel,"for generators",0.03,2006
8771,Diesel,"for generators",0.3,2007
26471,oil,"for aluminium melting",0.01,2008
19978,Diesel,"Operate drilling machine",NULL,2009
21843,Diesel,"To Operate drilling machine",20,2010
11015,"Timber powder,fire wood","Boiled water",NULL,2011
11439,"cerosine ",washing,0.5,2012
26482,deisal,,NULL,2013
26503,Diesal,,500,2014
11106,"kerosine oil",washing,2,2015
11104,"keosine oil",Washing,1,2016
22811,Diesel,"To operate Compressure",30,2017
11599,"SBP petral","Prepaird Glue",20,2018
20115,Diesel,"To generate electricity",8,2019
21861,Diesel,"To operate wheel loader",5,2020
21304,Diesel,"To operate generator",5,2021
26521,Diesel,"power generation",NULL,2022
22028,Diesel,"To operate generator",NULL,2023
26535,DISEL,"FOR THE GENERATOR",20,2024
26562,Diesel,"Generator, Vehicle",100,2025
20375,Kerosion,Servicing,3,2026
20914,Electricity,"To operate machine",250,2027
26576,"Desal ",,NULL,2028
26577,Desal,,NULL,2029
22259,Diesel,"To operate generator",20,2030
11093,Carosine,washing,0.5,2031
11092,Cerosen,washing,1,2032
11074,Dieasl,,35,2033
10976,Deasal,,20,2034
11650,deasal,,5,2035
11650,Gas,,10,2036
11457,carosine,washing,1,2037
20123,Diesel,,100,2038
20897,"coconut chells","To operate boiler",2900,2039
11458,Dieasel,,10,2040
22267,"Diesel, Petrol","For vehicle",70,2041
8610,Diesal,"Excavator & Compresure",60,2042
8611,Diesal,"Excavator & Compresure",10,2043
6988,Deseal,"Hi Compresser",NULL,2044
2228,Disel,,10,2045
2412,"Hydraolic oil",,NULL,2046
20724,Diesel,"To operate generator",NULL,2047
20749,"Fire wood, Diesel","To operate generator & water boilling",1,2048
11094,carosine,,1,2049
26603,deisal,,10,2050
21509,Petorl,Transport,20,2055
23116,Diesel,"To operate generator",NULL,2056
23232,"Coconut Shell","To operate boiler",2750,2057
21495,Diesel,"To operate generator and Lift",100,2058
20293,Diesel,"To operate generator",160,2059
20129,"Fire wood","To operate boiler",10,2060
20658,Diesel,"air pressure machine",20,2061
11393,carosing,,NULL,2062
22184,Kerosine,cleaning,3,2063
22058,"Kerosine, Furenece Oil",Servicing,NULL,2064
1893,Desal,transport,NULL,2065
10975,dieasal,,20,2066
11446,deisal,,100,2067
11448,deisal,"to operate genarater",25,2068
21972,Kerosine,,10,2069
21847,Petrol,"Motor Bicycle",3,2070
1690,"oyo  gase",,NULL,2071
20244,"Kerosine, Fire Wood"," To operate oven",7,2072
20938,Kerosine,"To operate generator",1.567,2073
8346,carosine,"For Washing",0.002,2074
1767,,,NULL,2075
26623,,"cocanut shell, saw dusts",NULL,2076
10984,carosing,,10,2077
8589,carosine,"For Washing",0.005,2078
26629,Diesal,"For Compresure",NULL,2079
26631,,"kerasine oil",NULL,2080
26634,Diesal,"For Compresure",0.0015,2081
11451,Carosine,washing,2,2082
26640,Diesal,"For Compresure",0.005,2083
1820,Disel,,NULL,2084
26210,Diesal,"For Compresure",20,2085
26645,Diesal,"For Compresure",0.002,2086
26649,Diesal,.001,NULL,2087
10974,deaisal,,30,2088
11487,deisal,,10,2089
1552,Disel,,30,2090
26677,Kerosin,cleaning,0.25,2091
26680,Kerosin,cleaning,0.25,2092
26685,Kerosin,cleaning,0.2,2093
26689,Kerosin,cleaning,0.25,2094
26692,Kerosin,cleaning,0.001,2095
26695,Kerosin,cleaning,0.02,2096
20323,Diesel,"To operate generator",NULL,2097
26698,Diesal,"For Genarator",200,2098
8251,Diesal,"For Vehicle",25,2099
26700,Diesal,"For Compresure",0.03,2100
8308,Diesal,"For Compresure",0.45,2101
26720,Kerosene,"washing vehicles",8.2,2102
2935,,,NULL,2103
7784,"Furans Oil , Deisel","cieaning vehicle parts",0.5,2104
26722,Desel,,20,2105
7793,"cerazene oil","cleaning vehicle parts",1.5,2106
7811,Deisel,"cieaning vehicle parts",1.5,2107
11437,deasal,,50,2108
7776,"cerazene oil","cieaning vehicle parts",1,2109
8309,Diesal,"For Genarator",0.45,2110
3132,Desel,,100,2111
8534,Diesal,"For Genarator",NULL,2112
8533,Diesal,"For Genarator",NULL,2113
26728,Kerosin,"For Washing",0.2,2114
11096,carosine,,1,2115
26730,Disel,,NULL,2116
11098,dieasal,,7,2117
11099,kerosene,,1,2118
11099,kerosene,,1,2119
7550,Deisel,"Hi Compresser",500,2120
7786,"cerazene oil","cleaning vehicle parts",0.5,2121
7777,"cerazene oil","Cleaning vehicle parts",0.5,2122
11440,carosine,,1,2123
26739,Kerosin,"For Cleaning",8,2124
3076,Desel,,NULL,2125
26744,Desel,,10,2126
11090,karosine,washing,2,2127
4512,ocsijan,,NULL,2128
26747,Kerosin,"For Cleaning",2000,2129
26748,Diesal,"For Genarator",150,2130
26758,Kerosin,"For Washing",0.001,2131
26761,Diesal,"For Compresure",0.02,2132
8267,Diesal,"For Genarator",0.3,2133
11382,,carosin,0.5,2134
10918,carosin,,1.5,2135
26771,Diesal,"For Compresure",0.05,2136
7796,"Boilled Cinommon Leaves & wood","Water Boiling",11,2137
7796,,,NULL,2138
10888,Diesal,,NULL,2139
11057,carosine,,NULL,2140
26788,Desel,,NULL,2141
26789,Diesal,"For Genarator",0.15,2142
10966,Diesal,,100,2143
26773,Diesal,"For Compresure",0.001,2144
26800,"Lp Gas",Cook,20,2145
20085,"Hydro Power","To Operate Machinery",8,2146
26807,Desel,,10,2147
26808,Desel,,10,2148
26819,Diesel,,NULL,2149
26820,diesel,"operating machines ",6,2150
22033,"Diesel, Kerosine",,NULL,2151
25329,"kerosin, diesal","for burning & operating generator",35,2152
26825,kerosine,"removing greese",1,2153
11222,carosine,,3,2154
16682,diesal,"for machinaries",6,2155
16374,"Diesel ","Generator & mechineries  ",120,2156
16551,kerosine,burning,5,2157
16552,kerosine,cleaning,5,2158
16626,kerosine,cleaning,2,2159
26837,"Diesel ","Operating Genarator",30,2160
26838,Diesal,"For Compresher",0.008,2161
16623,kerosinne,cleaning,1,2162
26841,Diesal,"For Compresher",0.007,2163
26844,"Paddy Husk",Boiler,1000,2164
26843,kerosine,cleaning,2,2165
21782,"Diesel, Thermic Fluid","Steam boiler, Heator and generator",275,2166
21730,Kerosine,cleaning,10,2167
19784,Diesel,"To operate generator, Water Pump, Lift",100,2168
1154,"Kaltex oil",,10,2169
26860,"l.p Gas","For Cooking ",4,2170
20912,Diesel,"To operate generator",NULL,2171
26866,Diesal,"For Compresher",7,2172
16850,Diesel,"For operating Generator",NULL,2173
26868,Diesal,"For Genarator",0.001,2174
26886,Diesel,"To Operate Machinery",10,2175
8359,Kerosin,"For Cleaning",0.001,2176
20707,Diesel,"To Operate Machinery",NULL,2177
20708,Diesel,"To Operate drilling machine",NULL,2178
26892,Diesel,,5,2179
20433,Diesel,"To operate Compressure",5,2180
20655,"Hydrolic Oil","To Operate Machinery",250,2181
26898,Disal,,NULL,2182
26909,Diesel,Grinding,20,2183
20389,Diesel,,NULL,2184
26911,Diesal,"For Compresure",0.02,2185
26912,"Paddy Husk","Used for boiler",500,2186
26913,"Lp Gas","For Cooking",5,2187
10934,diesal,,20,2188
10936,diesal,,40,2189
10917,dieasal,,NULL,2190
21348,"Engine Oil",,0.01,2191
2155,kerosene,,NULL,2192
21588,"Furnece Oil","Brass melting",130,2193
1207,"Lp Gas","For Cooking",4,2194
1175,Desal,,2,2195
1175,kerosene,,2,2196
1242,Desal,,NULL,2197
26969,Kerosion,,NULL,2198
1263,"Lp Gas","For Cooking",NULL,2199
20875,Diesel,"To operate Machine  ",26,2200
